Order_Id,Shipping_Mode,Order_Date,Shipping_Date,Days_for_shipment _scheduled,Days_for_shipping _real,Late_delivery_risk,Delivery_Status
20250,Standard Class,10/23/2015,10/29/2015,4,6,Late,Late delivery
61940,Standard Class,6/23/2017,6/29/2017,4,6,Late,Late delivery
12300,Standard Class,6/29/2015,7/5/2015,4,6,Late,Late delivery
18901,Standard Class,10/3/2015,10/5/2015,4,2,No late,Advance shipping
12218,Standard Class,6/28/2015,7/2/2015,4,4,No late,Shipping on time
42821,Standard Class,9/17/2016,9/19/2016,4,2,No late,Advance shipping
17415,Standard Class,9/12/2015,9/18/2015,4,6,Late,Late delivery
17119,Standard Class,9/7/2015,9/12/2015,4,5,Late,Late delivery
12108,Standard Class,6/26/2015,6/30/2015,4,4,No late,Shipping on time
17889,Standard Class,9/19/2015,9/24/2015,4,5,Late,Late delivery
63120,Standard Class,7/10/2017,7/16/2017,4,6,Late,Late delivery
12845,Standard Class,7/7/2015,7/13/2015,4,6,Late,Late delivery
12778,Standard Class,7/6/2015,7/10/2015,4,4,No late,Shipping on time
15437,Standard Class,8/14/2015,8/17/2015,4,3,No late,Advance shipping
63758,Standard Class,7/19/2017,7/23/2017,4,4,No late,Shipping on time
16111,Standard Class,8/24/2015,8/26/2015,4,2,No late,Advance shipping
13263,Standard Class,7/13/2015,7/17/2015,4,4,No late,Shipping on time
63320,Standard Class,7/13/2017,7/19/2017,4,6,Late,Late delivery
68645,Standard Class,9/29/2017,10/5/2017,4,6,Late,Late delivery
17766,Standard Class,9/17/2015,9/19/2015,4,2,No late,Advance shipping
11655,Standard Class,6/20/2015,6/26/2015,4,6,Late,Late delivery
45390,Standard Class,10/24/2016,10/30/2016,4,6,Late,Late delivery
11494,Standard Class,6/17/2015,6/22/2015,4,5,Late,Late delivery
71195,Standard Class,11/5/2017,11/11/2017,4,6,Late,Late delivery
65866,Standard Class,8/19/2017,8/21/2017,4,2,No late,Advance shipping
20106,Standard Class,10/21/2015,10/23/2015,4,2,No late,Advance shipping
64053,Standard Class,7/24/2017,7/28/2017,4,4,No late,Shipping on time
70086,Standard Class,10/20/2017,10/22/2017,4,2,No late,Advance shipping
13058,Standard Class,7/10/2015,7/14/2015,4,4,No late,Shipping on time
67628,Standard Class,9/14/2017,9/18/2017,4,4,No late,Shipping on time
67082,Standard Class,9/6/2017,9/9/2017,4,3,No late,Advance shipping
11643,Standard Class,6/19/2015,6/23/2015,4,4,No late,Shipping on time
62971,Standard Class,7/8/2017,7/10/2017,4,2,No late,Advance shipping
15835,Standard Class,8/20/2015,8/26/2015,4,6,Late,Late delivery
18133,Standard Class,9/22/2015,9/26/2015,4,4,No late,Shipping on time
19618,Standard Class,10/14/2015,10/18/2015,4,4,No late,Shipping on time
10595,Standard Class,6/4/2015,6/10/2015,4,6,Late,Late delivery
48098,Standard Class,12/3/2016,12/7/2016,4,4,No late,Shipping on time
71189,Standard Class,11/5/2017,11/10/2017,4,5,Late,Late delivery
62342,Standard Class,6/29/2017,7/2/2017,4,3,No late,Advance shipping
16081,Standard Class,8/23/2015,8/25/2015,4,2,No late,Advance shipping
16864,Standard Class,9/4/2015,9/9/2015,4,5,Late,Late delivery
19497,Standard Class,10/12/2015,10/15/2015,4,3,No late,Advance shipping
12354,Standard Class,6/30/2015,7/5/2015,4,5,Late,Late delivery
47369,Standard Class,11/22/2016,11/27/2016,4,5,Late,Late delivery
18235,Standard Class,9/24/2015,9/30/2015,4,6,Late,Late delivery
66035,Second Class,8/21/2017,8/27/2017,2,6,Late,Late delivery
43032,Second Class,9/20/2016,9/23/2016,2,3,Late,Late delivery
17582,Second Class,9/14/2015,9/17/2015,2,3,Late,Late delivery
62603,Second Class,7/2/2017,7/6/2017,2,4,Late,Late delivery
15746,Second Class,8/18/2015,8/20/2015,2,2,No late,Shipping on time
63094,Second Class,7/10/2017,7/15/2017,2,5,Late,Late delivery
11681,Second Class,6/20/2015,6/22/2015,2,2,No late,Shipping on time
70149,Second Class,10/20/2017,10/25/2017,2,5,Late,Late delivery
70437,Second Class,10/25/2017,10/28/2017,2,3,Late,Late delivery
67158,Second Class,9/7/2017,9/11/2017,2,4,Late,Late delivery
19550,Second Class,10/13/2015,10/19/2015,2,6,Late,Late delivery
16966,Second Class,9/5/2015,9/7/2015,2,2,No late,Shipping on time
10580,Second Class,6/4/2015,6/10/2015,2,6,Late,Late delivery
16228,Second Class,8/25/2015,8/29/2015,2,4,Late,Late delivery
14250,Second Class,7/28/2015,8/3/2015,2,6,Late,Late delivery
70112,Second Class,10/20/2017,10/23/2017,2,3,Late,Late delivery
63398,Second Class,7/14/2017,7/18/2017,2,4,Late,Late delivery
70058,Second Class,10/19/2017,10/23/2017,2,4,Late,Late delivery
66289,Second Class,8/25/2017,8/30/2017,2,5,Late,Late delivery
62845,Second Class,7/6/2017,7/12/2017,2,6,Late,Late delivery
63660,Second Class,7/18/2017,7/24/2017,2,6,Late,Late delivery
19665,Second Class,10/15/2015,10/21/2015,2,6,Late,Late delivery
47321,Second Class,11/21/2016,11/23/2016,2,2,No late,Shipping on time
63303,Second Class,7/13/2017,7/17/2017,2,4,Late,Late delivery
19583,Second Class,10/13/2015,10/17/2015,2,4,Late,Late delivery
10317,Second Class,5/31/2015,6/3/2015,2,3,Late,Late delivery
66766,Second Class,9/1/2017,9/3/2017,2,2,No late,Shipping on time
11038,Second Class,6/11/2015,6/15/2015,2,4,Late,Late delivery
67968,Second Class,9/19/2017,9/23/2017,2,4,Late,Late delivery
17465,Second Class,9/12/2015,9/18/2015,2,6,Late,Late delivery
11427,Second Class,6/16/2015,6/19/2015,2,3,Late,Late delivery
12415,Second Class,7/1/2015,7/7/2015,2,6,Late,Late delivery
19213,Second Class,10/8/2015,10/12/2015,2,4,Late,Late delivery
18156,Second Class,9/23/2015,9/25/2015,2,2,No late,Shipping on time
12828,Second Class,7/7/2015,7/11/2015,2,4,Late,Late delivery
67034,Second Class,9/5/2017,9/10/2017,2,5,Late,Late delivery
67786,Second Class,9/16/2017,9/18/2017,2,2,No late,Shipping on time
64705,Second Class,8/2/2017,8/8/2017,2,6,Late,Late delivery
66758,Second Class,9/1/2017,9/5/2017,2,4,Late,Late delivery
15751,Second Class,8/18/2015,8/20/2015,2,2,No late,Shipping on time
11251,Second Class,6/14/2015,6/16/2015,2,2,No late,Shipping on time
12224,Second Class,6/28/2015,7/3/2015,2,5,Late,Late delivery
19555,Second Class,10/13/2015,10/19/2015,2,6,Late,Late delivery
18692,Second Class,9/30/2015,10/3/2015,2,3,Late,Late delivery
64362,Second Class,7/28/2017,7/31/2017,2,3,Late,Late delivery
17770,Second Class,9/17/2015,9/23/2015,2,6,Late,Late delivery
15845,Second Class,8/20/2015,8/26/2015,2,6,Late,Late delivery
14965,Second Class,8/7/2015,8/13/2015,2,6,Late,Late delivery
48141,Second Class,12/3/2016,12/5/2016,2,2,No late,Shipping on time
18857,Second Class,10/3/2015,10/6/2015,2,3,Late,Late delivery
10961,Second Class,6/9/2015,6/11/2015,2,2,No late,Shipping on time
17877,Second Class,9/18/2015,9/21/2015,2,3,Late,Late delivery
20246,Second Class,10/23/2015,10/25/2015,2,2,No late,Shipping on time
15884,Second Class,8/20/2015,8/25/2015,2,5,Late,Late delivery
18343,Second Class,9/25/2015,9/29/2015,2,4,Late,Late delivery
18387,Second Class,9/26/2015,9/29/2015,2,3,Late,Late delivery
62193,Second Class,6/26/2017,6/30/2017,2,4,Late,Late delivery
64292,Second Class,7/27/2017,7/30/2017,2,3,Late,Late delivery
11513,Second Class,6/18/2015,6/22/2015,2,4,Late,Late delivery
11076,Second Class,6/11/2015,6/13/2015,2,2,No late,Shipping on time
49507,Second Class,12/23/2016,12/26/2016,2,3,Late,Late delivery
63107,Second Class,7/10/2017,7/13/2017,2,3,Late,Late delivery
14193,Second Class,7/27/2015,7/31/2015,2,4,Late,Late delivery
69057,Second Class,10/5/2017,10/8/2017,2,3,Late,Late delivery
68996,Second Class,10/4/2017,10/6/2017,2,2,No late,Shipping on time
68977,Second Class,10/3/2017,10/6/2017,2,3,Late,Late delivery
69170,Second Class,10/6/2017,10/12/2017,2,6,Late,Late delivery
71517,Second Class,11/9/2017,11/12/2017,2,3,Late,Late delivery
71533,Second Class,11/10/2017,11/14/2017,2,4,Late,Late delivery
71515,Second Class,11/9/2017,11/15/2017,2,6,Late,Late delivery
71473,Second Class,11/9/2017,11/13/2017,2,4,Late,Late delivery
71471,Second Class,11/9/2017,11/11/2017,2,2,No late,Shipping on time
69285,Second Class,10/8/2017,10/14/2017,2,6,Late,Late delivery
69302,Second Class,10/8/2017,10/11/2017,2,3,Late,Late delivery
71450,Second Class,11/8/2017,11/14/2017,2,6,Late,Late delivery
71038,Second Class,11/2/2017,11/6/2017,2,4,Late,Late delivery
70795,Second Class,10/30/2017,11/5/2017,2,6,Late,Late delivery
12264,Second Class,6/29/2015,7/4/2015,2,5,Late,Late delivery
61983,Second Class,6/23/2017,6/27/2017,2,4,Late,Late delivery
16555,Second Class,8/30/2015,9/5/2015,2,6,Late,Late delivery
19840,Second Class,10/17/2015,10/23/2015,2,6,Late,Late delivery
62003,Second Class,6/24/2017,6/28/2017,2,4,Late,Late delivery
19544,Second Class,10/13/2015,10/18/2015,2,5,Late,Late delivery
71215,Second Class,11/5/2017,11/11/2017,2,6,Late,Late delivery
19885,Second Class,10/18/2015,10/24/2015,2,6,Late,Late delivery
19126,Second Class,10/7/2015,10/9/2015,2,2,No late,Shipping on time
15749,Second Class,8/18/2015,8/23/2015,2,5,Late,Late delivery
17999,Second Class,9/20/2015,9/25/2015,2,5,Late,Late delivery
64163,Second Class,7/25/2017,7/29/2017,2,4,Late,Late delivery
15784,Second Class,8/19/2015,8/24/2015,2,5,Late,Late delivery
61647,Second Class,6/18/2017,6/21/2017,2,3,Late,Late delivery
12867,Second Class,7/7/2015,7/10/2015,2,3,Late,Late delivery
70279,Second Class,10/22/2017,10/27/2017,2,5,Late,Late delivery
18736,Second Class,10/1/2015,10/3/2015,2,2,No late,Shipping on time
62072,Second Class,6/25/2017,6/28/2017,2,3,Late,Late delivery
15530,Second Class,8/15/2015,8/21/2015,2,6,Late,Late delivery
19501,Second Class,10/12/2015,10/14/2015,2,2,No late,Shipping on time
11110,Second Class,6/12/2015,6/18/2015,2,6,Late,Late delivery
68084,Second Class,9/20/2017,9/25/2017,2,5,Late,Late delivery
11152,Second Class,6/12/2015,6/15/2015,2,3,Late,Late delivery
14612,Second Class,8/2/2015,8/5/2015,2,3,Late,Late delivery
19131,Second Class,10/7/2015,10/9/2015,2,2,No late,Shipping on time
56317,Second Class,4/2/2017,4/5/2017,2,3,Late,Late delivery
52407,Second Class,2/4/2017,2/7/2017,2,3,Late,Late delivery
8455,Second Class,5/4/2015,5/10/2015,2,6,Late,Late delivery
10253,Second Class,5/30/2015,6/3/2015,2,4,Late,Late delivery
53816,Second Class,2/24/2017,2/26/2017,2,2,No late,Shipping on time
1077,Second Class,1/16/2015,1/19/2015,2,3,Late,Late delivery
56037,Second Class,3/28/2017,3/31/2017,2,3,Late,Late delivery
7884,Second Class,4/26/2015,5/1/2015,2,5,Late,Late delivery
66868,Standard Class,9/3/2017,9/7/2017,4,4,No late,Shipping on time
68330,Standard Class,9/24/2017,9/30/2017,4,6,Late,Late delivery
18001,Standard Class,9/20/2015,9/22/2015,4,2,No late,Advance shipping
16464,Standard Class,8/29/2015,9/3/2015,4,5,Late,Late delivery
10869,Standard Class,6/8/2015,6/13/2015,4,5,Late,Late delivery
17490,Standard Class,9/13/2015,9/19/2015,4,6,Late,Late delivery
61888,Standard Class,6/22/2017,6/26/2017,4,4,No late,Shipping on time
68871,Standard Class,10/2/2017,10/4/2017,4,2,No late,Advance shipping
65141,Standard Class,8/8/2017,8/10/2017,4,2,No late,Advance shipping
11882,Standard Class,6/23/2015,6/26/2015,4,3,No late,Advance shipping
17984,Standard Class,9/20/2015,9/25/2015,4,5,Late,Late delivery
66519,Standard Class,8/29/2017,9/3/2017,4,5,Late,Late delivery
65453,Standard Class,8/13/2017,8/17/2017,4,4,No late,Shipping on time
11107,Standard Class,6/12/2015,6/15/2015,4,3,No late,Advance shipping
16877,Standard Class,9/4/2015,9/7/2015,4,3,No late,Advance shipping
65048,Standard Class,8/7/2017,8/11/2017,4,4,No late,Shipping on time
19442,Standard Class,10/11/2015,10/14/2015,4,3,No late,Advance shipping
13217,Standard Class,7/12/2015,7/15/2015,4,3,No late,Advance shipping
19116,Standard Class,10/7/2015,10/9/2015,4,2,No late,Advance shipping
13215,Standard Class,7/12/2015,7/18/2015,4,6,Late,Late delivery
13943,Standard Class,7/23/2015,7/27/2015,4,4,No late,Shipping on time
15443,Standard Class,8/14/2015,8/18/2015,4,4,No late,Shipping on time
62523,Standard Class,7/1/2017,7/5/2017,4,4,No late,Shipping on time
67079,Standard Class,9/6/2017,9/11/2017,4,5,Late,Late delivery
65901,Standard Class,8/19/2017,8/21/2017,4,2,No late,Advance shipping
19800,Standard Class,10/17/2015,10/23/2015,4,6,Late,Late delivery
64692,Standard Class,8/2/2017,8/5/2017,4,3,No late,Advance shipping
10676,Standard Class,6/5/2015,6/7/2015,4,2,No late,Advance shipping
13790,Standard Class,7/21/2015,7/27/2015,4,6,Late,Late delivery
14957,Standard Class,8/7/2015,8/10/2015,4,3,No late,Advance shipping
19024,Standard Class,10/5/2015,10/10/2015,4,5,Late,Late delivery
17683,Standard Class,9/16/2015,9/20/2015,4,4,No late,Shipping on time
15078,Standard Class,8/9/2015,8/13/2015,4,4,No late,Shipping on time
49878,Standard Class,12/29/2016,1/2/2017,4,4,No late,Shipping on time
67066,Standard Class,9/5/2017,9/7/2017,4,2,No late,Advance shipping
65430,Standard Class,8/13/2017,8/19/2017,4,6,Late,Late delivery
67246,Standard Class,9/8/2017,9/10/2017,4,2,No late,Advance shipping
46677,Standard Class,11/12/2016,11/15/2016,4,3,No late,Advance shipping
16107,Standard Class,8/24/2015,8/27/2015,4,3,No late,Advance shipping
11305,Standard Class,6/15/2015,6/21/2015,4,6,Late,Late delivery
15228,Standard Class,8/11/2015,8/15/2015,4,4,No late,Shipping on time
16852,Standard Class,9/3/2015,9/6/2015,4,3,No late,Advance shipping
64892,Standard Class,8/5/2017,8/8/2017,4,3,No late,Advance shipping
47199,Standard Class,11/19/2016,11/24/2016,4,5,Late,Late delivery
15042,Standard Class,8/8/2015,8/11/2015,4,3,No late,Advance shipping
62527,Standard Class,7/1/2017,7/4/2017,4,3,No late,Advance shipping
62197,Standard Class,6/26/2017,6/29/2017,4,3,No late,Advance shipping
11745,Standard Class,6/21/2015,6/27/2015,4,6,Late,Late delivery
19702,Standard Class,10/15/2015,10/18/2015,4,3,No late,Advance shipping
68428,Standard Class,9/25/2017,9/29/2017,4,4,No late,Shipping on time
64065,Standard Class,7/24/2017,7/30/2017,4,6,Late,Late delivery
61612,Standard Class,6/18/2017,6/21/2017,4,3,No late,Advance shipping
64612,Standard Class,8/1/2017,8/4/2017,4,3,No late,Advance shipping
66458,Standard Class,8/28/2017,9/1/2017,4,4,No late,Shipping on time
65015,Standard Class,8/7/2017,8/13/2017,4,6,Late,Late delivery
61997,Standard Class,6/23/2017,6/26/2017,4,3,No late,Advance shipping
11554,Standard Class,6/18/2015,6/23/2015,4,5,Late,Late delivery
45750,Standard Class,10/29/2016,11/4/2016,4,6,Late,Late delivery
61826,Standard Class,6/21/2017,6/23/2017,4,2,No late,Advance shipping
11529,Standard Class,6/18/2015,6/23/2015,4,5,Late,Late delivery
64054,Standard Class,7/24/2017,7/29/2017,4,5,Late,Late delivery
14474,Standard Class,7/31/2015,8/5/2015,4,5,Late,Late delivery
67988,Standard Class,9/19/2017,9/23/2017,4,4,No late,Shipping on time
11948,Standard Class,6/24/2015,6/28/2015,4,4,No late,Shipping on time
15380,Standard Class,8/13/2015,8/19/2015,4,6,Late,Late delivery
10814,Standard Class,6/7/2015,6/12/2015,4,5,Late,Late delivery
14179,Standard Class,7/26/2015,7/31/2015,4,5,Late,Late delivery
15819,Standard Class,8/19/2015,8/24/2015,4,5,Late,Late delivery
13179,Standard Class,7/12/2015,7/17/2015,4,5,Late,Late delivery
68700,Standard Class,9/29/2017,10/5/2017,4,6,Late,Late delivery
17814,Standard Class,9/18/2015,9/23/2015,4,5,Late,Late delivery
18926,Standard Class,10/4/2015,10/6/2015,4,2,No late,Advance shipping
65050,Standard Class,8/7/2017,8/13/2017,4,6,Late,Late delivery
18923,Standard Class,10/4/2015,10/8/2015,4,4,No late,Shipping on time
66760,Standard Class,9/1/2017,9/7/2017,4,6,Late,Late delivery
12075,Standard Class,6/26/2015,7/2/2015,4,6,Late,Late delivery
19122,Standard Class,10/7/2015,10/10/2015,4,3,No late,Advance shipping
11636,Standard Class,6/19/2015,6/21/2015,4,2,No late,Advance shipping
63920,Standard Class,7/22/2017,7/28/2017,4,6,Late,Late delivery
63182,Standard Class,7/11/2017,7/14/2017,4,3,No late,Advance shipping
65582,Standard Class,8/15/2017,8/18/2017,4,3,No late,Advance shipping
68804,Standard Class,10/1/2017,10/6/2017,4,5,Late,Late delivery
42739,Standard Class,9/15/2016,9/20/2016,4,5,Late,Late delivery
11558,Standard Class,6/18/2015,6/22/2015,4,4,No late,Shipping on time
10759,Standard Class,6/7/2015,6/12/2015,4,5,Late,Late delivery
47429,Standard Class,11/23/2016,11/28/2016,4,5,Late,Late delivery
19775,Standard Class,10/16/2015,10/22/2015,4,6,Late,Late delivery
66887,Standard Class,9/3/2017,9/6/2017,4,3,No late,Advance shipping
15655,Standard Class,8/17/2015,8/23/2015,4,6,Late,Late delivery
18019,Standard Class,9/21/2015,9/26/2015,4,5,Late,Late delivery
15152,Standard Class,8/10/2015,8/13/2015,4,3,No late,Advance shipping
14363,Standard Class,7/29/2015,8/2/2015,4,4,No late,Shipping on time
17520,Standard Class,9/13/2015,9/19/2015,4,6,Late,Late delivery
15979,Standard Class,8/22/2015,8/27/2015,4,5,Late,Late delivery
12158,Standard Class,6/27/2015,7/1/2015,4,4,No late,Shipping on time
63170,Standard Class,7/11/2017,7/17/2017,4,6,Late,Late delivery
11885,Standard Class,6/23/2015,6/29/2015,4,6,Late,Late delivery
12529,Standard Class,7/2/2015,7/7/2015,4,5,Late,Late delivery
62130,Standard Class,6/25/2017,7/1/2017,4,6,Late,Late delivery
65701,Standard Class,8/17/2017,8/19/2017,4,2,No late,Advance shipping
65965,Standard Class,8/20/2017,8/26/2017,4,6,Late,Late delivery
50835,Standard Class,1/12/2017,1/18/2017,4,6,Late,Late delivery
63546,Standard Class,7/16/2017,7/18/2017,4,2,No late,Advance shipping
15524,Standard Class,8/15/2015,8/20/2015,4,5,Late,Late delivery
48595,Standard Class,12/10/2016,12/16/2016,4,6,Late,Late delivery
46306,Standard Class,11/6/2016,11/8/2016,4,2,No late,Advance shipping
66669,Standard Class,8/31/2017,9/5/2017,4,5,Late,Late delivery
15487,Standard Class,8/15/2015,8/18/2015,4,3,No late,Advance shipping
66489,Standard Class,8/28/2017,9/2/2017,4,5,Late,Late delivery
66001,Standard Class,8/21/2017,8/23/2017,4,2,No late,Advance shipping
14482,Standard Class,7/31/2015,8/3/2015,4,3,No late,Advance shipping
15029,Standard Class,8/8/2015,8/13/2015,4,5,Late,Late delivery
15803,Standard Class,8/19/2015,8/23/2015,4,4,No late,Shipping on time
11851,Standard Class,6/22/2015,6/24/2015,4,2,No late,Advance shipping
64369,Standard Class,7/28/2017,8/2/2017,4,5,Late,Late delivery
63792,Standard Class,7/20/2017,7/23/2017,4,3,No late,Advance shipping
67806,Standard Class,9/16/2017,9/18/2017,4,2,No late,Advance shipping
18036,Standard Class,9/21/2015,9/23/2015,4,2,No late,Advance shipping
18482,Standard Class,9/27/2015,9/30/2015,4,3,No late,Advance shipping
62470,Standard Class,6/30/2017,7/6/2017,4,6,Late,Late delivery
63377,Standard Class,7/14/2017,7/17/2017,4,3,No late,Advance shipping
45455,Standard Class,10/25/2016,10/31/2016,4,6,Late,Late delivery
43964,Standard Class,10/3/2016,10/8/2016,4,5,Late,Late delivery
63999,Standard Class,7/23/2017,7/28/2017,4,5,Late,Late delivery
16557,Standard Class,8/30/2015,9/2/2015,4,3,No late,Advance shipping
16955,Standard Class,9/5/2015,9/11/2015,4,6,Late,Late delivery
14210,Standard Class,7/27/2015,8/2/2015,4,6,No late,Shipping canceled
61848,Standard Class,6/21/2017,6/25/2017,4,4,No late,Shipping canceled
16811,Standard Class,9/3/2015,9/5/2015,4,2,No late,Shipping canceled
62419,Standard Class,6/30/2017,7/5/2017,4,5,No late,Shipping canceled
66636,Standard Class,8/30/2017,9/1/2017,4,2,No late,Shipping canceled
43551,Standard Class,9/27/2016,9/29/2016,4,2,No late,Shipping canceled
16459,Standard Class,8/29/2015,9/3/2015,4,5,No late,Shipping canceled
16075,Standard Class,8/23/2015,8/29/2015,4,6,No late,Shipping canceled
18617,Standard Class,9/29/2015,10/2/2015,4,3,No late,Shipping canceled
17436,Standard Class,9/12/2015,9/14/2015,4,2,No late,Shipping canceled
19540,Standard Class,10/13/2015,10/19/2015,4,6,No late,Shipping canceled
65827,Standard Class,8/18/2017,8/21/2017,4,3,No late,Shipping canceled
13521,Standard Class,7/17/2015,7/19/2015,4,2,No late,Shipping canceled
64211,Standard Class,7/26/2017,7/28/2017,4,2,No late,Shipping canceled
68111,Standard Class,9/21/2017,9/23/2017,4,2,No late,Shipping canceled
62596,Standard Class,7/2/2017,7/4/2017,4,2,No late,Shipping canceled
15278,Standard Class,8/12/2015,8/16/2015,4,4,No late,Shipping canceled
19327,Standard Class,10/10/2015,10/13/2015,4,3,No late,Shipping canceled
17104,Standard Class,9/7/2015,9/12/2015,4,5,No late,Shipping canceled
2887,Standard Class,2/12/2015,2/15/2015,4,3,No late,Shipping canceled
1186,Standard Class,1/18/2015,1/20/2015,4,2,No late,Shipping canceled
8488,Standard Class,5/4/2015,5/8/2015,4,4,No late,Shipping canceled
55000,Standard Class,3/13/2017,3/19/2017,4,6,No late,Shipping canceled
55201,Standard Class,3/16/2017,3/18/2017,4,2,No late,Shipping canceled
1383,Standard Class,1/21/2015,1/25/2015,4,4,No late,Shipping canceled
53581,Standard Class,2/21/2017,2/23/2017,4,2,No late,Shipping canceled
57479,Standard Class,4/19/2017,4/24/2017,4,5,No late,Shipping canceled
738,Standard Class,1/11/2015,1/15/2015,4,4,No late,Shipping canceled
56476,Standard Class,4/4/2017,4/6/2017,4,2,No late,Shipping canceled
24271,Standard Class,12/21/2015,12/23/2015,4,2,No late,Advance shipping
22298,Standard Class,11/22/2015,11/26/2015,4,4,No late,Shipping on time
43739,Standard Class,9/30/2016,10/5/2016,4,5,Late,Late delivery
24594,Standard Class,12/26/2015,12/31/2015,4,5,Late,Late delivery
27586,Standard Class,2/7/2016,2/9/2016,4,2,No late,Advance shipping
46791,Standard Class,11/14/2016,11/16/2016,4,2,No late,Advance shipping
24176,Standard Class,12/19/2015,12/21/2015,4,2,No late,Advance shipping
22044,Standard Class,11/18/2015,11/23/2015,4,5,Late,Late delivery
30388,Standard Class,3/19/2016,3/23/2016,4,4,No late,Shipping on time
43576,Standard Class,9/28/2016,9/30/2016,4,2,No late,Advance shipping
26039,Standard Class,1/16/2016,1/21/2016,4,5,Late,Late delivery
28441,Standard Class,2/20/2016,2/22/2016,4,2,No late,Advance shipping
29181,Standard Class,3/1/2016,3/3/2016,4,2,No late,Advance shipping
28827,Standard Class,2/25/2016,2/28/2016,4,3,No late,Advance shipping
25060,Standard Class,1/1/2016,1/7/2016,4,6,Late,Late delivery
21624,Standard Class,11/12/2015,11/17/2015,4,5,Late,Late delivery
23378,Standard Class,12/8/2015,12/12/2015,4,4,No late,Shipping on time
28249,Standard Class,2/17/2016,2/22/2016,4,5,Late,Late delivery
22926,Standard Class,12/1/2015,12/3/2015,4,2,No late,Advance shipping
29286,Standard Class,3/3/2016,3/5/2016,4,2,No late,Advance shipping
21872,Standard Class,11/16/2015,11/19/2015,4,3,No late,Advance shipping
48334,Standard Class,12/6/2016,12/11/2016,4,5,Late,Late delivery
28866,Standard Class,2/26/2016,2/28/2016,4,2,No late,Advance shipping
26054,Standard Class,1/16/2016,1/21/2016,4,5,Late,Late delivery
27856,Standard Class,2/11/2016,2/13/2016,4,2,No late,Advance shipping
47439,Standard Class,11/23/2016,11/28/2016,4,5,Late,Late delivery
24770,Standard Class,12/28/2015,1/3/2016,4,6,Late,Late delivery
41903,Standard Class,9/3/2016,9/7/2016,4,4,No late,Shipping on time
26402,Standard Class,1/21/2016,1/24/2016,4,3,No late,Advance shipping
28402,Standard Class,2/19/2016,2/22/2016,4,3,No late,Advance shipping
23948,Standard Class,12/16/2015,12/20/2015,4,4,No late,Shipping on time
26436,Standard Class,1/21/2016,1/23/2016,4,2,No late,Advance shipping
27286,Standard Class,2/3/2016,2/5/2016,4,2,No late,Advance shipping
23688,Standard Class,12/12/2015,12/16/2015,4,4,No late,Shipping on time
45380,Standard Class,10/24/2016,10/30/2016,4,6,Late,Late delivery
27530,Standard Class,2/6/2016,2/12/2016,4,6,Late,Late delivery
49693,Standard Class,12/26/2016,12/30/2016,4,4,No late,Shipping on time
30111,Standard Class,3/15/2016,3/17/2016,4,2,No late,Advance shipping
48699,Standard Class,12/11/2016,12/16/2016,4,5,Late,Late delivery
27750,Standard Class,2/10/2016,2/16/2016,4,6,Late,Late delivery
22379,Standard Class,11/23/2015,11/28/2015,4,5,Late,Late delivery
31208,Standard Class,3/31/2016,4/4/2016,4,4,No late,Shipping on time
27689,Standard Class,2/9/2016,2/14/2016,4,5,Late,Late delivery
44514,Standard Class,10/11/2016,10/16/2016,4,5,Late,Late delivery
21837,Standard Class,11/15/2015,11/18/2015,4,3,No late,Advance shipping
25942,Standard Class,1/14/2016,1/17/2016,4,3,No late,Advance shipping
22134,Standard Class,11/20/2015,11/25/2015,4,5,Late,Late delivery
26827,Standard Class,1/27/2016,1/30/2016,4,3,No late,Advance shipping
21941,Standard Class,11/17/2015,11/19/2015,4,2,No late,Advance shipping
28847,Standard Class,2/26/2016,2/29/2016,4,3,No late,Advance shipping
26577,Standard Class,1/23/2016,1/26/2016,4,3,No late,Advance shipping
29995,Standard Class,3/13/2016,3/19/2016,4,6,Late,Late delivery
21312,Standard Class,11/8/2015,11/11/2015,4,3,No late,Advance shipping
20775,Standard Class,10/31/2015,11/6/2015,4,6,Late,Late delivery
28017,Standard Class,2/13/2016,2/16/2016,4,3,No late,Advance shipping
47562,Standard Class,11/25/2016,11/28/2016,4,3,No late,Advance shipping
29490,Standard Class,3/6/2016,3/12/2016,4,6,Late,Late delivery
23571,Standard Class,12/11/2015,12/13/2015,4,2,No late,Advance shipping
30924,Standard Class,3/27/2016,4/1/2016,4,5,No late,Shipping canceled
20507,Standard Class,10/27/2015,10/30/2015,4,3,No late,Shipping canceled
24650,Standard Class,12/26/2015,1/1/2016,4,6,No late,Shipping canceled
30328,Standard Class,3/18/2016,3/22/2016,4,4,No late,Shipping canceled
23302,Standard Class,12/7/2015,12/10/2015,4,3,No late,Shipping canceled
28677,Standard Class,2/23/2016,2/26/2016,4,3,No late,Shipping canceled
30728,Standard Class,3/24/2016,3/28/2016,4,4,No late,Shipping canceled
37718,Standard Class,7/4/2016,7/8/2016,4,4,No late,Shipping canceled
34977,Standard Class,5/25/2016,5/28/2016,4,3,No late,Shipping canceled
40138,Standard Class,8/8/2016,8/12/2016,4,4,No late,Shipping canceled
40776,Standard Class,8/18/2016,8/20/2016,4,2,No late,Shipping canceled
39582,Standard Class,7/31/2016,8/3/2016,4,3,No late,Shipping canceled
34284,Standard Class,5/15/2016,5/20/2016,4,5,No late,Shipping canceled
41142,Standard Class,8/23/2016,8/26/2016,4,3,No late,Shipping canceled
