Shop_Id,Shop_City,Shop_State,Shop_Region,Shop_Country,Market
2109,Al Manaqil,Gezira,North Africa,Sudán,Africa
2110,Sidi Qacem,Garb-Chrarda-Beni Hsen,North Africa,Marruecos,Africa
2120,Kafr ad Dawwar,Al Buhayrah,North Africa,Egipto,Africa
2149,Beni Mellal,Tadla-Azilal,North Africa,Marruecos,Africa
2183,Menia,Menia,North Africa,Egipto,Africa
2191,Messaad,Djelfa,North Africa,Argelia,Africa
2308,Larache,Tánger-Tetuán,North Africa,Marruecos,Africa
2348,Marsa Matruh,Matruh,North Africa,Egipto,Africa
2349,Mostaganem,Mostaganem,North Africa,Argelia,Africa
2350,Khenifra,Mequinez-Tafilalet,North Africa,Marruecos,Africa
2352,Misurata,Misurata,North Africa,Libia,Africa
2354,Skikda,Skikda,North Africa,Argelia,Africa
2355,Agadir,Sus-Masa-Draa,North Africa,Marruecos,Africa
2376,Port Said,Puerto Saíd,North Africa,Egipto,Africa
2431,Tetouan,Tánger-Tetuán,North Africa,Marruecos,Africa
2500,Saida,Saida,North Africa,Argelia,Africa
2542,Settat,Chauía-Uardiga,North Africa,Marruecos,Africa
2671,Aswan,Aswan,North Africa,Egipto,Africa
2672,Mohammedia,Gran Casablanca,North Africa,Marruecos,Africa
2717,Al Mahallah al Kubra,Gharbia,North Africa,Egipto,Africa
2778,Ain Oussera,Djelfa,North Africa,Argelia,Africa
2792,Kasala,Kasala,North Africa,Sudán,Africa
2810,Tlemcen,Tlemcen,North Africa,Argelia,Africa
2849,Disuq,Kafr el Sheij,North Africa,Egipto,Africa
2868,Guelma,Guelma,North Africa,Argelia,Africa
2869,Bugía,Bugía,North Africa,Argelia,Africa
2881,Mallawi,Menia,North Africa,Egipto,Africa
2930,Idfu,Aswan,North Africa,Egipto,Africa
2931,Barika,Batna,North Africa,Argelia,Africa
3025,Baraki,Tipaza,North Africa,Argelia,Africa
3030,Asiut,Asiut,North Africa,Egipto,Africa
3138,Qena,Qina,North Africa,Egipto,Africa
3270,Tahta,Suhaj,North Africa,Egipto,Africa
3340,Girga,Suhaj,North Africa,Egipto,Africa
3344,Berrechid,Chauía-Uardiga,North Africa,Marruecos,Africa
3357,Tanta,Gharbia,North Africa,Egipto,Africa
3359,Al Khums,Al Marqab,North Africa,Libia,Africa
3367,Khemisset,Rabat-Salé-Zemur-Zaer,North Africa,Marruecos,Africa
3424,Damanhur,Al Buhayrah,North Africa,Egipto,Africa
3503,Guelmim,Guelmim-Esmara,North Africa,Marruecos,Africa
3509,Sidi Bel Abbes,Sidi Bel Abbes,North Africa,Argelia,Africa
3513,Dar Chioukh,Djelfa,North Africa,Argelia,Africa
3560,Samalut,Menia,North Africa,Egipto,Africa
12,Ugep,Cross River,West Africa,Nigeria,Africa
14,Dakar,Dakar,West Africa,Senegal,Africa
76,Abidjan,Lagunes,West Africa,Costa de Marfil,Africa
128,Monrovia,Montserrado,West Africa,Liberia,Africa
129,Gagnoa,Fromager,West Africa,Costa de Marfil,Africa
134,Niamey,Niamey,West Africa,Níger,Africa
139,Lagos,Lagos,West Africa,Nigeria,Africa
180,Lokossa,Mono,West Africa,Benín,Africa
181,Ikot Ekpene,Akwa Ibom,West Africa,Nigeria,Africa
182,Warri,Delta,West Africa,Nigeria,Africa
186,Maiduguri,Borno,West Africa,Nigeria,Africa
191,Lome,Marítima,West Africa,Togo,Africa
193,Kano,Kano,West Africa,Nigeria,Africa
195,Cotonou,Littoral,West Africa,Benín,Africa
376,Accra,Gran Accra,West Africa,Ghana,Africa
385,Kindia,Kindia,West Africa,Guinea,Africa
595,Zaria,Kaduna,West Africa,Nigeria,Africa
597,Port Harcourt,Ríos,West Africa,Nigeria,Africa
599,Minna,Níger,West Africa,Nigeria,Africa
601,Abakaliki,Ebonyi,West Africa,Nigeria,Africa
1009,Djougou,Donga,West Africa,Benín,Africa
1011,Ouagadougou,Centro,West Africa,Burkina Faso,Africa
1044,Porto-Novo,Ouémé,West Africa,Benín,Africa
1053,Tamale,Septentrional,West Africa,Ghana,Africa
1060,Kaduna,Kaduna,West Africa,Nigeria,Africa
1062,Thies Nones,Thiès,West Africa,Senegal,Africa
1302,Ibadan,Oyo,West Africa,Nigeria,Africa
1303,Katsina,Katsina,West Africa,Nigeria,Africa
1536,Nzerekore,Nzérékoré,West Africa,Guinea,Africa
1579,Enugu,Enugu,West Africa,Nigeria,Africa
1736,Mopti,Mopti,West Africa,Mali,Africa
1745,Kumasi,Ashanti,West Africa,Ghana,Africa
1868,Aba,Abia,West Africa,Nigeria,Africa
1870,Abeokuta,Ogun,West Africa,Nigeria,Africa
1872,Mubi,Adamawa,West Africa,Nigeria,Africa
1874,Kankan,Kankan,West Africa,Guinea,Africa
1984,Sokoto,Sokoto,West Africa,Nigeria,Africa
1987,Maradi,Maradi,West Africa,Níger,Africa
2014,Makeni,Septentrional,West Africa,Sierra Leona,Africa
2016,Ilorin,Kwara,West Africa,Nigeria,Africa
2017,Jos,Plateau,West Africa,Nigeria,Africa
2018,Natitingou,Atakora,West Africa,Benín,Africa
2178,Sikasso,Sikasso,West Africa,Mali,Africa
2180,Sokode,Central,West Africa,Togo,Africa
2182,Owo,Ondo,West Africa,Nigeria,Africa
2186,Nouakchott,Nouakchott,West Africa,Mauritania,Africa
2187,Benin City,Edo,West Africa,Nigeria,Africa
2189,Ilesha,Osun,West Africa,Nigeria,Africa
2193,Kandi,Alibori,West Africa,Benín,Africa
2194,Bo,Meridional,West Africa,Sierra Leona,Africa
2282,Man,Dix-Huit Montagnes,West Africa,Costa de Marfil,Africa
2284,Owerri,Imo,West Africa,Nigeria,Africa
2309,Atakpame,Plateaux,West Africa,Togo,Africa
2310,Funtua,Katsina,West Africa,Nigeria,Africa
2351,Onitsha,Anambra,West Africa,Nigeria,Africa
2353,Bamako,Bamako,West Africa,Mali,Africa
2391,Kayes,Kayes,West Africa,Mali,Africa
2473,Calabar,Cross River,West Africa,Nigeria,Africa
2499,Damaturu,Yobe,West Africa,Nigeria,Africa
2719,Makurdi,Benue,West Africa,Nigeria,Africa
2871,Bisáu,Bisáu,West Africa,Guinea-Bissau,Africa
2873,Shagamu,Ogun,West Africa,Nigeria,Africa
2922,Bouake,Vallée du Bandama,West Africa,Costa de Marfil,Africa
2929,Ouidah,Departamento Atlántico,West Africa,Benín,Africa
2972,Ziguinchor,Ziguinchor,West Africa,Senegal,Africa
2981,Nguigmi,Diffa,West Africa,Níger,Africa
2982,Parakou,Borgou,West Africa,Benín,Africa
3137,Yamoussoukro,Lacs,West Africa,Costa de Marfil,Africa
3162,Akure,Ondo,West Africa,Nigeria,Africa
3163,Koidu,Oriental,West Africa,Sierra Leona,Africa
3165,Bauchi,Bauchi,West Africa,Nigeria,Africa
3240,Zinder,Zinder,West Africa,Níger,Africa
3271,Brikama,Occidental,West Africa,República de Gambia,Africa
3306,Zwedru,Grand Gedeh,West Africa,Liberia,Africa
3350,Gusau,Zamfara,West Africa,Nigeria,Africa
3361,Cape Coast,Central,West Africa,Ghana,Africa
3464,Gombe,Gombe,West Africa,Nigeria,Africa
3475,Sapele,Delta,West Africa,Nigeria,Africa
3476,Kara,Kara,West Africa,Togo,Africa
3529,El Aaiún,El Aaiún,West Africa,Sáhara Occidental,Africa
3558,Daloa,Haut-Sassandra,West Africa,Costa de Marfil,Africa
3559,Korhogo,Savanes,West Africa,Costa de Marfil,Africa
30,Cabimas,Zulia,South America,Venezuela,LATAM
31,Dos Quebradas,Risaralda,South America,Colombia,LATAM
39,Montevideo,Montevideo,South America,Uruguay,LATAM
40,Buenos Aires,Buenos Aires,South America,Argentina,LATAM
52,Lima,Lima (ciudad),South America,Perú,LATAM
62,Quito,Pichincha,South America,Ecuador,LATAM
63,Valle de La Pascua,Guárico,South America,Venezuela,LATAM
69,Cipolletti,Río Negro,South America,Argentina,LATAM
216,Cúcuta,Norte de Santander,South America,Colombia,LATAM
223,Pitalito,Huila,South America,Colombia,LATAM
229,Maturín,Monagas,South America,Venezuela,LATAM
234,San Justo,Santa Fe,South America,Argentina,LATAM
240,Bogotá,Bogotá,South America,Colombia,LATAM
334,Puno,Puno,South America,Perú,LATAM
337,La Paz,La Paz,South America,Bolivia,LATAM
346,Valencia,Carabobo,South America,Venezuela,LATAM
347,Santiago de Chile,Santiago de Chile,South America,Chile,LATAM
352,Cartago,Valle del Cauca,South America,Colombia,LATAM
353,Arequipa,Arequipa,South America,Perú,LATAM
356,Ayacucho,Ayacucho,South America,Perú,LATAM
717,Tartagal,Salta,South America,Argentina,LATAM
789,Posadas,Misiones,South America,Argentina,LATAM
1032,Medellín,Antioquía,South America,Colombia,LATAM
1037,Oruro,Oruro,South America,Bolivia,LATAM
1042,Avellaneda,Santa Fe,South America,Argentina,LATAM
1109,Arauca,Arauca,South America,Colombia,LATAM
1112,San Rafael,Mendoza,South America,Argentina,LATAM
1122,Neiva,Huila,South America,Colombia,LATAM
1124,Bello,Antioquía,South America,Colombia,LATAM
1127,Puerto Montt,Los Lagos,South America,Chile,LATAM
1131,Puerto La Cruz,Anzoátegui,South America,Venezuela,LATAM
1138,Santo Domingo de los Colorados,Pichincha,South America,Ecuador,LATAM
1140,Santa Marta,Magdalena,South America,Colombia,LATAM
1141,Mendoza,Mendoza,South America,Argentina,LATAM
1166,Santa Fe,Santa Fe,South America,Argentina,LATAM
1180,Armenia,Quindío,South America,Colombia,LATAM
1184,Bucaramanga,Santander,South America,Colombia,LATAM
1185,Soledad,Atlántico,South America,Colombia,LATAM
1189,El Limón,Aragua,South America,Venezuela,LATAM
1190,Barranquilla,Atlántico,South America,Colombia,LATAM
1195,San Juan,San Juan,South America,Argentina,LATAM
1197,Callao,Callao,South America,Perú,LATAM
1198,Montenegro,Quindío,South America,Colombia,LATAM
1202,Las Piedras,Canelones,South America,Uruguay,LATAM
1226,Caracas,Distrito Capital,South America,Venezuela,LATAM
1235,Talcahuano,Bío-Bío,South America,Chile,LATAM
1243,Maracaibo,Zulia,South America,Venezuela,LATAM
1245,Guacara,Carabobo,South America,Venezuela,LATAM
1249,Cochabamba,Cochabamba,South America,Bolivia,LATAM
1252,Manizales,Caldas,South America,Colombia,LATAM
1256,Barquisimeto,Lara,South America,Venezuela,LATAM
1258,Yopal,Casanare,South America,Colombia,LATAM
1292,Huancayo,Junín,South America,Perú,LATAM
1293,Paraná,Entre Ríos,South America,Argentina,LATAM
1306,San Nicolás de los Arroyos,Buenos Aires (provincia),South America,Argentina,LATAM
1371,Guayaquil,Guayas,South America,Ecuador,LATAM
1373,Puente Alto,Santiago de Chile,South America,Chile,LATAM
1378,Rancagua,O'Higgins,South America,Chile,LATAM
1386,Resistencia,Chaco,South America,Argentina,LATAM
1388,Paysandú,Paysandú,South America,Uruguay,LATAM
1391,Rivera,Rivera,South America,Uruguay,LATAM
1398,Turmero,Aragua,South America,Venezuela,LATAM
1409,Santa Cruz de la Sierra,Santa Cruz,South America,Bolivia,LATAM
1413,Asunción,Asunción,South America,Paraguay,LATAM
1414,Paita,Piura,South America,Perú,LATAM
1423,Pereira,Risaralda,South America,Colombia,LATAM
1428,Cajamarca,Cajamarca,South America,Perú,LATAM
1432,Antofagasta,Antofagasta,South America,Chile,LATAM
1433,Sabanalarga,Atlántico,South America,Colombia,LATAM
1439,San Cristóbal,Táchira,South America,Venezuela,LATAM
1489,Rosario,Santa Fe,South America,Argentina,LATAM
1490,Concepción del Uruguay,Entre Ríos,South America,Argentina,LATAM
1491,Viña del Mar,Valparaíso,South America,Chile,LATAM
1495,Portoviejo,Manabí,South America,Ecuador,LATAM
1496,Trinidad,El Beni,South America,Bolivia,LATAM
1500,Jamundí,Valle del Cauca,South America,Colombia,LATAM
1567,La Plata,Buenos Aires (provincia),South America,Argentina,LATAM
1569,Malambo,Atlántico,South America,Colombia,LATAM
1601,Cartagena,Bolívar,South America,Colombia,LATAM
1603,Los Ángeles,Bío-Bío,South America,Chile,LATAM
1604,Maracay,Aragua,South America,Venezuela,LATAM
1624,Lambaré,Central,South America,Paraguay,LATAM
1668,Mar del Plata,Buenos Aires (provincia),South America,Argentina,LATAM
1669,Soacha,Cundinamarca,South America,Colombia,LATAM
1670,Iquique,Tarapacá,South America,Chile,LATAM
1685,Valparaíso,Valparaíso,South America,Chile,LATAM
1756,Chimbote,Ancash,South America,Perú,LATAM
1773,Chincha Alta,Ica,South America,Perú,LATAM
1800,Potosí,Potosí,South America,Bolivia,LATAM
1801,Palmira,Valle del Cauca,South America,Colombia,LATAM
1806,Piura,Piura,South America,Perú,LATAM
1809,Los Patios,Norte de Santander,South America,Colombia,LATAM
1915,Corrientes,Corrientes,South America,Argentina,LATAM
1927,Bolívar,Bolívar,South America,Venezuela,LATAM
1930,Ibagué,Tolima,South America,Colombia,LATAM
2040,Guayana,Bolívar,South America,Venezuela,LATAM
2041,Ocaña,Norte de Santander,South America,Colombia,LATAM
2048,Carora,Lara,South America,Venezuela,LATAM
2096,Mosquera,Cundinamarca,South America,Colombia,LATAM
2103,San Bernardo,Santiago de Chile,South America,Chile,LATAM
2114,Cagua,Aragua,South America,Venezuela,LATAM
2115,Cuenca,Azuay,South America,Ecuador,LATAM
2124,Girón,Santander,South America,Colombia,LATAM
2135,Sucre,Chuquisaca,South America,Bolivia,LATAM
2136,San Lorenzo,Central,South America,Paraguay,LATAM
2137,Petare,Miranda,South America,Venezuela,LATAM
2175,Presidencia Roque Sáenz Peña,Chaco,South America,Argentina,LATAM
2300,Ipiales,Nariño,South America,Colombia,LATAM
2301,Baruta,Miranda,South America,Venezuela,LATAM
2329,Florencia,Caquetá,South America,Colombia,LATAM
2330,Acarigua,Portuguesa,South America,Venezuela,LATAM
2373,Bahía Blanca,Buenos Aires (provincia),South America,Argentina,LATAM
2374,Arica,Arica y Parinacota,South America,Chile,LATAM
2381,Yacuiba,Tarija,South America,Bolivia,LATAM
2389,Cumaná,Sucre,South America,Venezuela,LATAM
2400,Yaritagua,Yaracuy,South America,Venezuela,LATAM
2403,Chillán,Bío-Bío,South America,Chile,LATAM
2405,Osorno,Los Lagos,South America,Chile,LATAM
2424,Pucallpa,Ucayali,South America,Perú,LATAM
2425,Trujillo,La Libertad,South America,Perú,LATAM
2427,Ilo,Moquegua,South America,Perú,LATAM
2429,Valledupar,Cesar,South America,Colombia,LATAM
2464,Linden,Demerara-Berbice Superior,South America,Guyana,LATAM
2465,Esquina,Corrientes,South America,Argentina,LATAM
2466,Piedecuesta,Santander,South America,Colombia,LATAM
2469,Neuquén,Neuquén,South America,Argentina,LATAM
2492,Envigado,Antioquía,South America,Colombia,LATAM
2503,Iquitos,Loreto,South America,Perú,LATAM
2505,Cayenne,Französisch-Guayana,South America,Guayana Francesa,LATAM
2549,Calabozo,Guárico,South America,Venezuela,LATAM
2550,Villa Alemana,Valparaíso,South America,Chile,LATAM
2553,Copiapó,Atacama,South America,Chile,LATAM
2557,Calama,Antofagasta,South America,Chile,LATAM
2563,San Fernando del Valle de Catamarca,Catamarca,South America,Argentina,LATAM
2568,Comodoro Rivadavia,Chubut,South America,Argentina,LATAM
2570,Tinaquillo,Cojedes,South America,Venezuela,LATAM
2644,Huaraz,Ancash,South America,Perú,LATAM
2659,Salta,Salta,South America,Argentina,LATAM
2668,Cúa,Miranda,South America,Venezuela,LATAM
2684,Catia La Mar,Vargas,South America,Venezuela,LATAM
2726,Quibdó,Chocó,South America,Colombia,LATAM
2768,San Luis,San Luis,South America,Argentina,LATAM
2819,Floridablanca,Santander,South America,Colombia,LATAM
2820,Punta Arenas,Magallanes y Antártica Chilena,South America,Chile,LATAM
2837,Sogamoso,Boyacá,South America,Colombia,LATAM
2855,Duitama,Boyacá,South America,Colombia,LATAM
2859,Porlamar,Nueva Esparta,South America,Venezuela,LATAM
2903,Santiago del Estero,Santiago del Estero,South America,Argentina,LATAM
2904,Quilmes,Buenos Aires (provincia),South America,Argentina,LATAM
2959,Palo Negro,Aragua,South America,Venezuela,LATAM
3045,El Tigre,Anzoátegui,South America,Venezuela,LATAM
3073,Guatire,Miranda,South America,Venezuela,LATAM
3108,Paramaribo,Paramaribo,South America,Surinam,LATAM
3144,Quevedo,Los Ríos,South America,Ecuador,LATAM
3146,Chiclayo,Lambayeque,South America,Perú,LATAM
3148,Riberalta,El Beni,South America,Bolivia,LATAM
3169,Apartadó,Antioquía,South America,Colombia,LATAM
3187,Ciénaga,Magdalena,South America,Colombia,LATAM
3190,San Salvador de Jujuy,Jujuy,South America,Argentina,LATAM
3223,Guarenas,Miranda,South America,Venezuela,LATAM
3226,Villavicencio,Meta,South America,Colombia,LATAM
3229,Fernando de la Mora,Central,South America,Paraguay,LATAM
3262,Talara,Piura,South America,Perú,LATAM
3265,La Rioja,La Rioja,South America,Argentina,LATAM
3276,Charallave,Miranda,South America,Venezuela,LATAM
3279,Barranca,Lima,South America,Perú,LATAM
3376,San José de Guanipa,Anzoátegui,South America,Venezuela,LATAM
3420,Facatativá,Cundinamarca,South America,Colombia,LATAM
3421,La Pintana,Santiago de Chile,South America,Chile,LATAM
3435,San Carlos del Zulia,Zulia,South America,Venezuela,LATAM
3455,Junín,Buenos Aires (provincia),South America,Argentina,LATAM
3497,Pasto,Nariño,South America,Colombia,LATAM
3518,Guanare,Portuguesa,South America,Venezuela,LATAM
3524,Montería,Córdoba,South America,Colombia,LATAM
3525,Juliaca,Puno,South America,Perú,LATAM
34,Juazeiro,Bahía,South America,Brasil,LATAM
38,São Paulo,São Paulo,South America,Brasil,LATAM
41,Barueri,São Paulo,South America,Brasil,LATAM
42,Arapongas,Paraná,South America,Brasil,LATAM
48,Maceió,Alagoas,South America,Brasil,LATAM
49,Belo Horizonte,Minas Gerais,South America,Brasil,LATAM
57,Quixadá,Ceará,South America,Brasil,LATAM
64,Cotia,São Paulo,South America,Brasil,LATAM
65,Itapecuru Mirim,Marañón,South America,Brasil,LATAM
219,Brasília,Distrito Federal,South America,Brasil,LATAM
220,Santarém,Pará,South America,Brasil,LATAM
221,Joinville,Santa Catarina,South America,Brasil,LATAM
228,Balneário Camboriú,Santa Catarina,South America,Brasil,LATAM
230,Parintins,Amazonas,South America,Brasil,LATAM
233,Sorocaba,São Paulo,South America,Brasil,LATAM
235,Colombo,Paraná,South America,Brasil,LATAM
236,Itu,São Paulo,South America,Brasil,LATAM
238,Águas Lindas de Goiás,Goiás,South America,Brasil,LATAM
239,Vespasiano,Minas Gerais,South America,Brasil,LATAM
264,Mauá,São Paulo,South America,Brasil,LATAM
328,Serra,Espíritu Santo,South America,Brasil,LATAM
332,Araranguá,Santa Catarina,South America,Brasil,LATAM
335,Navegantes,Santa Catarina,South America,Brasil,LATAM
340,Americana,São Paulo,South America,Brasil,LATAM
341,Indaial,Santa Catarina,South America,Brasil,LATAM
344,Santana de Parnaíba,São Paulo,South America,Brasil,LATAM
345,Limeira,São Paulo,South America,Brasil,LATAM
348,Macapá,Amapá,South America,Brasil,LATAM
355,Rio Branco,Acre,South America,Brasil,LATAM
357,Vassouras,Río de Janeiro,South America,Brasil,LATAM
512,Registro,São Paulo,South America,Brasil,LATAM
513,Presidente Dutra,Marañón,South America,Brasil,LATAM
516,Brumado,Bahía,South America,Brasil,LATAM
517,Teresópolis,Río de Janeiro,South America,Brasil,LATAM
518,Guarulhos,São Paulo,South America,Brasil,LATAM
589,São Bernardo do Campo,São Paulo,South America,Brasil,LATAM
716,Pirapora,Minas Gerais,South America,Brasil,LATAM
792,Birigui,São Paulo,South America,Brasil,LATAM
1029,Santa Rosa,Rio Grande do Sul,South America,Brasil,LATAM
1034,Ribeirão Preto,São Paulo,South America,Brasil,LATAM
1036,Itapevi,São Paulo,South America,Brasil,LATAM
1039,Curitiba,Paraná,South America,Brasil,LATAM
1041,Fortaleza,Ceará,South America,Brasil,LATAM
1106,Surubim,Pernambuco,South America,Brasil,LATAM
1107,Pontes e Lacerda,Mato Grosso,South America,Brasil,LATAM
1114,Feira de Santana,Bahía,South America,Brasil,LATAM
1115,Francisco Beltrão,Paraná,South America,Brasil,LATAM
1116,Araguaína,Tocantins,South America,Brasil,LATAM
1120,Eunápolis,Bahía,South America,Brasil,LATAM
1126,Betim,Minas Gerais,South America,Brasil,LATAM
1128,Anápolis,Goiás,South America,Brasil,LATAM
1134,Barra Mansa,Río de Janeiro,South America,Brasil,LATAM
1135,Salvador,Bahía,South America,Brasil,LATAM
1136,João Pessoa,Paraíba,South America,Brasil,LATAM
1168,Porto Alegre,Rio Grande do Sul,South America,Brasil,LATAM
1173,Resende,Río de Janeiro,South America,Brasil,LATAM
1176,Mossoró,Río Grande del Norte,South America,Brasil,LATAM
1183,Castanhal,Pará,South America,Brasil,LATAM
1187,Itaúna,Minas Gerais,South America,Brasil,LATAM
1192,Altamira,Pará,South America,Brasil,LATAM
1194,Ponte Nova,Minas Gerais,South America,Brasil,LATAM
1199,Caxias do Sul,Rio Grande do Sul,South America,Brasil,LATAM
1201,Blumenau,Santa Catarina,South America,Brasil,LATAM
1204,Teresina,Piauí,South America,Brasil,LATAM
1225,Pilar,Alagoas,South America,Brasil,LATAM
1227,Cabo Frio,Río de Janeiro,South America,Brasil,LATAM
1228,Valinhos,São Paulo,South America,Brasil,LATAM
1239,São Gonçalo,Río de Janeiro,South America,Brasil,LATAM
1240,Penedo,Alagoas,South America,Brasil,LATAM
1244,Recife,Pernambuco,South America,Brasil,LATAM
1251,Igarassu,Pernambuco,South America,Brasil,LATAM
1255,Pindamonhangaba,São Paulo,South America,Brasil,LATAM
1257,Açu,Río Grande del Norte,South America,Brasil,LATAM
1287,Manaus,Amazonas,South America,Brasil,LATAM
1291,Nova Serrana,Minas Gerais,South America,Brasil,LATAM
1309,São Leopoldo,Rio Grande do Sul,South America,Brasil,LATAM
1372,Maringá,Paraná,South America,Brasil,LATAM
1376,Itaituba,Pará,South America,Brasil,LATAM
1381,Jequié,Bahía,South America,Brasil,LATAM
1384,Simões Filho,Bahía,South America,Brasil,LATAM
1385,Chapecó,Santa Catarina,South America,Brasil,LATAM
1387,Barreirinhas,Marañón,South America,Brasil,LATAM
1389,Jataí,Goiás,South America,Brasil,LATAM
1390,Cruzeiro,São Paulo,South America,Brasil,LATAM
1392,Uruguaiana,Rio Grande do Sul,South America,Brasil,LATAM
1393,Arapiraca,Alagoas,South America,Brasil,LATAM
1394,Guarapuava,Paraná,South America,Brasil,LATAM
1397,Itajaí,Santa Catarina,South America,Brasil,LATAM
1399,Bom Jesus da Lapa,Bahía,South America,Brasil,LATAM
1400,Gaspar,Santa Catarina,South America,Brasil,LATAM
1401,Linhares,Espíritu Santo,South America,Brasil,LATAM
1403,Ilhéus,Bahía,South America,Brasil,LATAM
1404,Umuarama,Paraná,South America,Brasil,LATAM
1405,São José dos Campos,São Paulo,South America,Brasil,LATAM
1406,Ibiúna,São Paulo,South America,Brasil,LATAM
1407,Praia Grande,São Paulo,South America,Brasil,LATAM
1408,Cruz das Almas,Bahía,South America,Brasil,LATAM
1410,Novo Gama,Goiás,South America,Brasil,LATAM
1411,Pouso Alegre,Minas Gerais,South America,Brasil,LATAM
1412,Jacobina,Bahía,South America,Brasil,LATAM
1418,Santo André,São Paulo,South America,Brasil,LATAM
1421,Limoeiro do Norte,Ceará,South America,Brasil,LATAM
1422,Cajazeiras,Paraíba,South America,Brasil,LATAM
1424,Camaçari,Bahía,South America,Brasil,LATAM
1425,Franca,São Paulo,South America,Brasil,LATAM
1426,Tupã,São Paulo,South America,Brasil,LATAM
1427,Juiz de Fora,Minas Gerais,South America,Brasil,LATAM
1429,Votuporanga,São Paulo,South America,Brasil,LATAM
1434,Ji-Paraná,Rondônia,South America,Brasil,LATAM
1436,Araçatuba,São Paulo,South America,Brasil,LATAM
1437,Canoas,Rio Grande do Sul,South America,Brasil,LATAM
1440,Grajaú,Marañón,South America,Brasil,LATAM
1494,Vitória,Espíritu Santo,South America,Brasil,LATAM
1497,Passo Fundo,Rio Grande do Sul,South America,Brasil,LATAM
1498,Aracaju,Sergipe,South America,Brasil,LATAM
1503,São Miguel dos Campos,Alagoas,South America,Brasil,LATAM
1505,Bezerros,Pernambuco,South America,Brasil,LATAM
1568,Cuiabá,Mato Grosso,South America,Brasil,LATAM
1577,São Benedito,Ceará,South America,Brasil,LATAM
1600,Jacareí,São Paulo,South America,Brasil,LATAM
1659,Pelotas,Rio Grande do Sul,South America,Brasil,LATAM
1671,Boa Esperança,Minas Gerais,South America,Brasil,LATAM
1687,Guaratinguetá,São Paulo,South America,Brasil,LATAM
1758,Gurupi,Tocantins,South America,Brasil,LATAM
1802,São Luís,Marañón,South America,Brasil,LATAM
1805,Caçador,Santa Catarina,South America,Brasil,LATAM
1807,Ibirité,Minas Gerais,South America,Brasil,LATAM
1810,Lençóis Paulista,São Paulo,South America,Brasil,LATAM
1914,Caucaia,Ceará,South America,Brasil,LATAM
1916,Novo Cruzeiro,Minas Gerais,South America,Brasil,LATAM
1918,Boa Vista,Roraima,South America,Brasil,LATAM
1919,Natal,Río Grande del Norte,South America,Brasil,LATAM
1920,Petrópolis,Río de Janeiro,South America,Brasil,LATAM
1922,Barbacena,Minas Gerais,South America,Brasil,LATAM
1924,Jaboticabal,São Paulo,South America,Brasil,LATAM
1925,Mogi das Cruzes,São Paulo,South America,Brasil,LATAM
1926,José Bonifácio,São Paulo,South America,Brasil,LATAM
1929,Abreu e Lima,Pernambuco,South America,Brasil,LATAM
1931,Ijuí,Rio Grande do Sul,South America,Brasil,LATAM
2043,Duque de Caxias,Río de Janeiro,South America,Brasil,LATAM
2045,Montes Claros,Minas Gerais,South America,Brasil,LATAM
2046,Goiânia,Goiás,South America,Brasil,LATAM
2049,Diadema,São Paulo,South America,Brasil,LATAM
2094,Lorena,São Paulo,South America,Brasil,LATAM
2095,Paranaguá,Paraná,South America,Brasil,LATAM
2097,Guanambi,Bahía,South America,Brasil,LATAM
2122,Rio Grande,Rio Grande do Sul,South America,Brasil,LATAM
2134,Pinheiro,Marañón,South America,Brasil,LATAM
2167,Osasco,São Paulo,South America,Brasil,LATAM
2269,Jundiaí,São Paulo,South America,Brasil,LATAM
2326,Tianguá,Ceará,South America,Brasil,LATAM
2328,Paracatu,Minas Gerais,South America,Brasil,LATAM
2331,Ituiutaba,Minas Gerais,South America,Brasil,LATAM
2372,Araucária,Paraná,South America,Brasil,LATAM
2382,Itapetininga,São Paulo,South America,Brasil,LATAM
2383,Conselheiro Lafaiete,Minas Gerais,South America,Brasil,LATAM
2401,Ananindeua,Pará,South America,Brasil,LATAM
2402,Dourados,Mato Grosso del Sur,South America,Brasil,LATAM
2404,Valparaíso de Goiás,Goiás,South America,Brasil,LATAM
2406,Aracati,Ceará,South America,Brasil,LATAM
2479,Sobral,Ceará,South America,Brasil,LATAM
2486,Bragança Paulista,São Paulo,South America,Brasil,LATAM
2487,Sumaré,São Paulo,South America,Brasil,LATAM
2506,Rolândia,Paraná,South America,Brasil,LATAM
2507,Criciúma,Santa Catarina,South America,Brasil,LATAM
2508,São Pedro da Aldeia,Río de Janeiro,South America,Brasil,LATAM
2530,Vacaria,Rio Grande do Sul,South America,Brasil,LATAM
2531,Farroupilha,Rio Grande do Sul,South America,Brasil,LATAM
2540,Vitória de Santo Antão,Pernambuco,South America,Brasil,LATAM
2551,Gravataí,Rio Grande do Sul,South America,Brasil,LATAM
2552,Itapecerica da Serra,São Paulo,South America,Brasil,LATAM
2558,Francisco Morato,São Paulo,South America,Brasil,LATAM
2559,Sapucaia do Sul,Rio Grande do Sul,South America,Brasil,LATAM
2560,Sinop,Mato Grosso,South America,Brasil,LATAM
2561,Cabo de Santo Agostinho,Pernambuco,South America,Brasil,LATAM
2564,Guarapari,Espíritu Santo,South America,Brasil,LATAM
2565,Campo Grande,Mato Grosso del Sur,South America,Brasil,LATAM
2567,Mococa,São Paulo,South America,Brasil,LATAM
